250,0.51030577
251,0.509283043
252,0.508238467
253,0.508162007
254,0.507745803
255,0.506711723
256,0.506342253
257,0.506001857
258,0.505231707
259,0.504990313
260,0.50369618
261,0.502808957
262,0.502329203
263,0.50199278
264,0.501820753
265,0.50165784
266,0.500661607
267,0.49988062
268,0.499583927
269,0.499202327
270,0.49830718
271,0.498354723
272,0.498532727
273,0.497992313
274,0.497693753
275,0.497878977
276,0.497891833
277,0.49692189
278,0.496568203
279,0.496756223
280,0.496800663
281,0.496786757
282,0.496282047
283,0.496259887
284,0.49624767
285,0.496394873
286,0.496412667
287,0.495855037
288,0.495493373
289,0.49563276
290,0.49585672
291,0.49610019
292,0.495536187
293,0.495033283
294,0.49558176
295,0.4953278
296,0.495710863
297,0.49614709
298,0.495348997
299,0.494902303
300,0.49606795
301,0.495859157
302,0.4950312
303,0.49518871
304,0.495543917
305,0.49524788
306,0.494694887
307,0.495017287
308,0.49528925
309,0.495357873
310,0.49401735
311,0.494184213
312,0.494275673
313,0.494363937
314,0.493787663
315,0.493733023
316,0.493166513
317,0.493657983
318,0.492808083
319,0.492554917
320,0.492407027
321,0.491495957
322,0.49137731
323,0.49184507
324,0.492384913
325,0.49102778
326,0.491262877
327,0.490704453
328,0.49029421
329,0.489956733
330,0.48996962
331,0.489720407
332,0.48983993
333,0.489624467
334,0.488987163
335,0.488769183
336,0.48919806
337,0.4890442
338,0.48772868
339,0.489151683
340,0.48872297
341,0.488393007
342,0.488641727
343,0.48899229
344,0.488466193
345,0.489100547
346,0.48934563
347,0.488961947
348,0.489444947
349,0.488993087
350,0.489619283
351,0.48853251
352,0.48830217
353,0.489180463
354,0.48797126
355,0.4890861
356,0.487767773
357,0.48801428
358,0.487798413
359,0.486885617
360,0.48714284
361,0.487396373
362,0.48671031
363,0.487074333
364,0.48665201
365,0.48630673
366,0.486600437
367,0.485997443
368,0.486643547
369,0.486506103
370,0.48646255
371,0.486036727
372,0.487114297
373,0.487044007
374,0.486288557
375,0.486080217
376,0.48774755
377,0.48623482
378,0.487516433
379,0.487678783
380,0.48738519
381,0.487052723
382,0.48743992
383,0.487434913
384,0.487566673
385,0.48754887
386,0.487688607
387,0.487610243
388,0.487417673
389,0.487663137
390,0.48722973
391,0.486888343
392,0.487186617
393,0.487159247
394,0.487269467
395,0.487052213
396,0.48701338
397,0.48707104
398,0.487028187
399,0.486782277
400,0.486805807
401,0.487115953
402,0.486568923
403,0.486906003
404,0.487028213
405,0.48667111
406,0.486368007
407,0.486907013
408,0.486809347
409,0.487556273
410,0.487422323
411,0.487541553
412,0.487280927
413,0.48719342
414,0.487451483
415,0.48762341
416,0.487301497
417,0.487316443
418,0.48719145
419,0.48715806
420,0.487194983
421,0.486973553
422,0.487251723
423,0.487131683
424,0.486636623
425,0.486906217
426,0.487280597
427,0.486960913
428,0.486711387
429,0.486696187
430,0.486780497
431,0.48681081
432,0.486636753
433,0.486675593
434,0.486986357
435,0.487057127
436,0.48676004
437,0.486680357
438,0.486938887
439,0.487174267
440,0.487075817
441,0.487110463
442,0.487150467
443,0.487515863
444,0.487618773
445,0.487890687
446,0.488200173
447,0.48848662
448,0.488394777
449,0.488199473
450,0.48791348
451,0.488101673
452,0.488316927
453,0.488119683
454,0.48833009
455,0.488169537
456,0.487885183
457,0.48802755
458,0.487891563
459,0.487799187
460,0.487872523
461,0.487790183
462,0.487811273
463,0.487693717
464,0.487481023
465,0.48741371
466,0.487585027
467,0.487691077
468,0.487479937
469,0.487394347
470,0.487554067
471,0.487716317
472,0.48758724
473,0.487711833
474,0.487736707
475,0.487707427
476,0.48779765
477,0.487828027
478,0.48799388
479,0.487918037
480,0.48764399
481,0.48771264
482,0.487708843
483,0.487804687
484,0.488130663
485,0.488270807
486,0.488246573
